date,time,value
15.04.20,20:10:00,236.2011774
15.04.20,20:15:00,239.6238047
15.04.20,20:20:00,249.0408641
15.04.20,20:25:00,247.6131608
15.04.20,20:30:00,252.5528305
15.04.20,20:35:00,256.2180178
15.04.20,20:40:00,256.2344164
15.04.20,20:45:00,257.8349302
15.04.20,20:50:00,262.0251876
15.04.20,20:55:00,264.0718631
15.04.20,21:00:00,270.2583714
15.04.20,21:05:00,270.7818375
15.04.20,21:10:00,271.3901868
15.04.20,21:15:00,275.6647259
15.04.20,21:20:00,273.0204945
15.04.20,21:25:00,270.7005451
15.04.20,21:30:00,277.8116823
15.04.20,21:35:00,275.381699
15.04.20,21:40:00,272.6429356
15.04.20,21:45:00,271.3154387
15.04.20,21:50:00,273.2074453
15.04.20,21:55:00,271.6315021
15.04.20,22:00:00,273.6565416
15.04.20,22:05:00,280.8857128
15.04.20,22:10:00,277.9075815
15.04.20,22:15:00,268.1631873
15.04.20,22:20:00,263.2044094
15.04.20,22:25:00,251.9503723
15.04.20,22:30:00,252.8516747
15.04.20,22:35:00,248.4590217
15.04.20,22:40:00,247.6666766
15.04.20,22:45:00,238.0463077
15.04.20,22:50:00,231.2744861
15.04.20,22:55:00,229.768526
15.04.20,23:00:00,227.28982
15.04.20,23:05:00,228.8057332
15.04.20,23:10:00,219.8235946
15.04.20,23:15:00,210.4934045
15.04.20,23:20:00,199.4731669
15.04.20,23:25:00,194.5319439
15.04.20,23:30:00,193.4850314
15.04.20,23:35:00,191.6628105
15.04.20,23:40:00,189.5152503
15.04.20,23:45:00,183.4770258
15.04.20,23:50:00,175.5405019
15.04.20,23:55:00,171.4618685
15.04.20,00:00:00,166.7278742
16.04.20,00:05:00,177.7871311
16.04.20,00:10:00,167.7429472
16.04.20,00:15:00,160.9110063
16.04.20,00:20:00,154.1200513
16.04.20,00:25:00,150.231882
16.04.20,00:30:00,139.7246198
16.04.20,00:35:00,139.7246198
16.04.20,00:40:00,137.7308978
16.04.20,00:45:00,131.8142625
16.04.20,00:50:00,0
16.04.20,00:55:00,0
16.04.20,01:00:00,122.3736216
16.04.20,01:05:00,118.7493568
16.04.20,01:10:00,121.6286035
16.04.20,01:15:00,123.1521015
16.04.20,01:20:00,112.3172259
16.04.20,01:25:00,109.9669495
16.04.20,01:30:00,107.5040629
16.04.20,01:35:00,106.0844997
16.04.20,01:40:00,102.81248
16.04.20,01:45:00,101.252725
16.04.20,01:50:00,99.01093745
16.04.20,01:55:00,95.72363129
16.04.20,02:00:00,94.68609787
16.04.20,02:05:00,98.71018598
16.04.20,02:10:00,97.45300338
16.04.20,02:15:00,95.9967207
16.04.20,02:20:00,93.51707868
16.04.20,02:25:00,92.74292136
16.04.20,02:30:00,89.74876523
16.04.20,02:35:00,88.45848179
16.04.20,02:40:00,88.7097768
16.04.20,02:45:00,87.51374003
16.04.20,02:50:00,86.08169595
16.04.20,02:55:00,82.27276118
16.04.20,03:00:00,81.32112875
16.04.20,03:05:00,84.07175937
16.04.20,03:10:00,83.4758548
16.04.20,03:15:00,81.67083956
16.04.20,03:20:00,81.11739898
16.04.20,03:25:00,79.30427513
16.04.20,03:30:00,78.12057842
16.04.20,03:35:00,78.95057245
16.04.20,03:40:00,76.49961346
16.04.20,03:45:00,73.98631471
16.04.20,03:50:00,72.25031979
16.04.20,03:55:00,71.05352987
16.04.20,04:00:00,72.02101699
16.04.20,04:05:00,74.23922024
16.04.20,04:10:00,73.88871808
16.04.20,04:15:00,71.82468055
16.04.20,04:20:00,70.35294204
16.04.20,04:25:00,68.70203754
16.04.20,04:30:00,65.92568008
16.04.20,04:35:00,65.82801401
16.04.20,04:40:00,64.64904147
16.04.20,04:45:00,64.45525894
16.04.20,04:50:00,64.25534628
16.04.20,04:55:00,62.30731505
16.04.20,05:00:00,64.42588067
16.04.20,05:05:00,67.15091275
16.04.20,05:10:00,65.54394495
16.04.20,05:15:00,64.54578448
16.04.20,05:20:00,62.8976936
16.04.20,05:25:00,62.63540863
16.04.20,05:30:00,61.95801817
16.04.20,05:35:00,63.0183024
16.04.20,05:40:00,63.12483003
16.04.20,05:45:00,62.37545769
16.04.20,05:50:00,62.48127696
16.04.20,05:55:00,63.33674857
16.04.20,06:00:00,67.35595885
16.04.20,06:05:00,73.47639713
16.04.20,06:10:00,76.72658621
16.04.20,06:15:00,76.3552364
16.04.20,06:20:00,73.87977573
16.04.20,06:25:00,71.82991081
16.04.20,06:30:00,71.82991081
16.04.20,06:35:00,74.41608744
16.04.20,06:40:00,77.35714187
16.04.20,06:45:00,80.8572204
16.04.20,06:50:00,79.80853593
16.04.20,06:55:00,81.00463717
16.04.20,07:00:00,84.92805601
16.04.20,07:05:00,93.91856706
16.04.20,07:10:00,95.80878525
16.04.20,07:15:00,94.31707637
16.04.20,07:20:00,96.88966401
16.04.20,07:25:00,98.48588403
16.04.20,07:30:00,99.75593985
16.04.20,07:35:00,106.8596602
16.04.20,07:40:00,109.5296889
16.04.20,07:45:00,111.9883866
16.04.20,07:50:00,112.6641641
16.04.20,07:55:00,120.2016891
16.04.20,08:00:00,124.9521183
16.04.20,08:05:00,132.5867153
16.04.20,08:10:00,135.8877281
16.04.20,08:15:00,137.3636889
16.04.20,08:20:00,139.5436641
16.04.20,08:25:00,142.3515742
16.04.20,08:30:00,141.4670058
16.04.20,08:35:00,153.7185623
16.04.20,08:40:00,152.3812667
16.04.20,08:45:00,154.6460027
16.04.20,08:50:00,157.492928
16.04.20,08:55:00,157.7480061
16.04.20,09:00:00,163.2042994
16.04.20,09:05:00,169.223337
16.04.20,09:10:00,171.1884855
16.04.20,09:15:00,171.6453523
16.04.20,09:20:00,171.6759442
16.04.20,09:25:00,171.4118712
16.04.20,09:30:00,173.4789502
16.04.20,09:35:00,175.1279378
16.04.20,09:40:00,175.4689434
16.04.20,09:45:00,174.9629779
16.04.20,09:50:00,176.6163099
16.04.20,09:55:00,175.6519147
16.04.20,10:00:00,181.7067781
16.04.20,10:05:00,182.4489774
16.04.20,10:10:00,185.4726742
16.04.20,10:15:00,184.7024738
16.04.20,10:20:00,186.1742967
16.04.20,10:25:00,182.8820386
16.04.20,10:30:00,184.1752954
16.04.20,10:35:00,186.3108215
16.04.20,10:40:00,188.1674259
16.04.20,10:45:00,187.3750873
16.04.20,10:50:00,186.7741169
16.04.20,10:55:00,185.1999283
16.04.20,11:00:00,188.9591627
16.04.20,11:05:00,190.7143627
